"","day","interval","date","steps","dayType"
"160","Fri",1525,2012-11-30,111.285714285714,"Weekday"
"161","Fri",1530,2012-11-09,158.714285714286,"Weekday"
"162","Fri",1530,2012-11-30,158.714285714286,"Weekday"
"163","Fri",1535,2012-11-09,142,"Weekday"
"164","Fri",1535,2012-11-30,142,"Weekday"
"165","Fri",1540,2012-11-09,169.142857142857,"Weekday"
"166","Fri",1540,2012-11-30,169.142857142857,"Weekday"
"167","Fri",1545,2012-11-30,157,"Weekday"
"168","Fri",1545,2012-11-09,157,"Weekday"
"169","Fri",155,2012-11-30,0,"Weekday"
"170","Fri",155,2012-11-09,0,"Weekday"
"171","Fri",1550,2012-11-09,100,"Weekday"
"172","Fri",1550,2012-11-30,100,"Weekday"
"173","Fri",1555,2012-11-09,135.142857142857,"Weekday"
"174","Fri",1555,2012-11-30,135.142857142857,"Weekday"
"175","Fri",1600,2012-11-09,58.4285714285714,"Weekday"
"176","Fri",1600,2012-11-30,58.4285714285714,"Weekday"
"177","Fri",1605,2012-11-09,56.4285714285714,"Weekday"
"178","Fri",1605,2012-11-30,56.4285714285714,"Weekday"
"179","Fri",1610,2012-11-09,111,"Weekday"
"180","Fri",1610,2012-11-30,111,"Weekday"
"181","Fri",1615,2012-11-09,32.4285714285714,"Weekday"
"182","Fri",1615,2012-11-30,32.4285714285714,"Weekday"
"183","Fri",1620,2012-11-09,18.1428571428571,"Weekday"
"184","Fri",1620,2012-11-30,18.1428571428571,"Weekday"
"185","Fri",1625,2012-11-09,17.7142857142857,"Weekday"
"186","Fri",1625,2012-11-30,17.7142857142857,"Weekday"
"187","Fri",1630,2012-11-09,18.1428571428571,"Weekday"
"188","Fri",1630,2012-11-30,18.1428571428571,"Weekday"
"189","Fri",1635,2012-11-09,2.28571428571429,"Weekday"
"190","Fri",1635,2012-11-30,2.28571428571429,"Weekday"
"191","Fri",1640,2012-11-09,45.1428571428571,"Weekday"
"192","Fri",1640,2012-11-30,45.1428571428571,"Weekday"
"193","Fri",1645,2012-11-09,73.1428571428571,"Weekday"
"194","Fri",1645,2012-11-30,73.1428571428571,"Weekday"
"195","Fri",1650,2012-11-30,28,"Weekday"
"196","Fri",1650,2012-11-09,28,"Weekday"
"197","Fri",1655,2012-11-09,64.7142857142857,"Weekday"
"198","Fri",1655,2012-11-30,64.7142857142857,"Weekday"
"199","Fri",1700,2012-11-30,18.2857142857143,"Weekday"
"200","Fri",1700,2012-11-09,18.2857142857143,"Weekday"
"201","Fri",1705,2012-11-30,11.7142857142857,"Weekday"
"202","Fri",1705,2012-11-09,11.7142857142857,"Weekday"
"203","Fri",1710,2012-11-30,7.28571428571429,"Weekday"
"204","Fri",1710,2012-11-09,7.28571428571429,"Weekday"
"205","Fri",1715,2012-11-09,18,"Weekday"
"206","Fri",1715,2012-11-30,18,"Weekday"
"207","Fri",1720,2012-11-30,4.42857142857143,"Weekday"
"208","Fri",1720,2012-11-09,4.42857142857143,"Weekday"
"209","Fri",1725,2012-11-30,8,"Weekday"
"210","Fri",1725,2012-11-09,8,"Weekday"
"211","Fri",1730,2012-11-30,20.5714285714286,"Weekday"
"212","Fri",1730,2012-11-09,20.5714285714286,"Weekday"
"213","Fri",1735,2012-11-09,69.2857142857143,"Weekday"
"214","Fri",1735,2012-11-30,69.2857142857143,"Weekday"
"215","Fri",1740,2012-11-30,50.8571428571429,"Weekday"
"216","Fri",1740,2012-11-09,50.8571428571429,"Weekday"
"217","Fri",1745,2012-11-30,31.1428571428571,"Weekday"
"218","Fri",1745,2012-11-09,31.1428571428571,"Weekday"
"219","Fri",1750,2012-11-30,18,"Weekday"
"220","Fri",1750,2012-11-09,18,"Weekday"
"221","Fri",1755,2012-11-09,26.2857142857143,"Weekday"
"222","Fri",1755,2012-11-30,26.2857142857143,"Weekday"
"223","Fri",1800,2012-11-30,24,"Weekday"
"224","Fri",1800,2012-11-09,24,"Weekday"
"225","Fri",1805,2012-11-09,72.8571428571429,"Weekday"
"226","Fri",1805,2012-11-30,72.8571428571429,"Weekday"
"227","Fri",1810,2012-11-09,133.571428571429,"Weekday"
"228","Fri",1810,2012-11-30,133.571428571429,"Weekday"
"229","Fri",1815,2012-11-09,159.571428571429,"Weekday"
"230","Fri",1815,2012-11-30,159.571428571429,"Weekday"
"231","Fri",1820,2012-11-09,149.285714285714,"Weekday"
"232","Fri",1820,2012-11-30,149.285714285714,"Weekday"
"233","Fri",1825,2012-11-09,214.571428571429,"Weekday"
"234","Fri",1825,2012-11-30,214.571428571429,"Weekday"
"235","Fri",1830,2012-11-09,210.857142857143,"Weekday"
"236","Fri",1830,2012-11-30,210.857142857143,"Weekday"
"237","Fri",1835,2012-11-09,205.571428571429,"Weekday"
"238","Fri",1835,2012-11-30,205.571428571429,"Weekday"
"239","Fri",1840,2012-11-09,94.1428571428571,"Weekday"
"240","Fri",1840,2012-11-30,94.1428571428571,"Weekday"
"241","Fri",1845,2012-11-09,141.571428571429,"Weekday"
"242","Fri",1845,2012-11-30,141.571428571429,"Weekday"
"243","Fri",1850,2012-11-09,62.2857142857143,"Weekday"
"244","Fri",1850,2012-11-30,62.2857142857143,"Weekday"
"245","Fri",1855,2012-11-09,30.1428571428571,"Weekday"
"246","Fri",1855,2012-11-30,30.1428571428571,"Weekday"
"247","Fri",1900,2012-11-09,24.1428571428571,"Weekday"
"248","Fri",1900,2012-11-30,24.1428571428571,"Weekday"
"249","Fri",1905,2012-11-30,22.7142857142857,"Weekday"
"250","Fri",1905,2012-11-09,22.7142857142857,"Weekday"
"251","Fri",1910,2012-11-09,12.1428571428571,"Weekday"
"252","Fri",1910,2012-11-30,12.1428571428571,"Weekday"
"253","Fri",1915,2012-11-09,27.7142857142857,"Weekday"
"254","Fri",1915,2012-11-30,27.7142857142857,"Weekday"
"255","Fri",1920,2012-11-09,35,"Weekday"
"256","Fri",1920,2012-11-30,35,"Weekday"
"257","Fri",1925,2012-11-09,14.4285714285714,"Weekday"
"258","Fri",1925,2012-11-30,14.4285714285714,"Weekday"
"259","Fri",1930,2012-11-09,21.2857142857143,"Weekday"
"260","Fri",1930,2012-11-30,21.2857142857143,"Weekday"
"261","Fri",1935,2012-11-09,20.7142857142857,"Weekday"
"262","Fri",1935,2012-11-30,20.7142857142857,"Weekday"
"263","Fri",1940,2012-11-09,18.5714285714286,"Weekday"
"264","Fri",1940,2012-11-30,18.5714285714286,"Weekday"
"265","Fri",1945,2012-11-09,13.5714285714286,"Weekday"
"266","Fri",1945,2012-11-30,13.5714285714286,"Weekday"
"267","Fri",1950,2012-11-09,42.8571428571429,"Weekday"
"268","Fri",1950,2012-11-30,42.8571428571429,"Weekday"
"269","Fri",1955,2012-11-09,17.8571428571429,"Weekday"
"270","Fri",1955,2012-11-30,17.8571428571429,"Weekday"
"271","Fri",20,2012-11-30,0,"Weekday"
"272","Fri",20,2012-11-09,0,"Weekday"
"273","Fri",200,2012-11-09,0,"Weekday"
"274","Fri",200,2012-11-30,0,"Weekday"
"275","Fri",2000,2012-11-09,17.4285714285714,"Weekday"
"276","Fri",2000,2012-11-30,17.4285714285714,"Weekday"
"277","Fri",2005,2012-11-09,8.28571428571429,"Weekday"
"278","Fri",2005,2012-11-30,8.28571428571429,"Weekday"
"279","Fri",2010,2012-11-30,1,"Weekday"
"280","Fri",2010,2012-11-09,1,"Weekday"
"281","Fri",2015,2012-11-09,9.28571428571429,"Weekday"
"282","Fri",2015,2012-11-30,9.28571428571429,"Weekday"
"283","Fri",2020,2012-11-30,9.71428571428571,"Weekday"
"284","Fri",2020,2012-11-09,9.71428571428571,"Weekday"
"285","Fri",2025,2012-11-30,2.71428571428571,"Weekday"
"286","Fri",2025,2012-11-09,2.71428571428571,"Weekday"
"287","Fri",2030,2012-11-30,4.71428571428571,"Weekday"
"288","Fri",2030,2012-11-09,4.71428571428571,"Weekday"
"289","Fri",2035,2012-11-30,10.1428571428571,"Weekday"
"290","Fri",2035,2012-11-09,10.1428571428571,"Weekday"
"291","Fri",2040,2012-11-30,0,"Weekday"
"292","Fri",2040,2012-11-09,0,"Weekday"
"293","Fri",2045,2012-11-30,6,"Weekday"
"294","Fri",2045,2012-11-09,6,"Weekday"
"295","Fri",205,2012-11-09,0,"Weekday"
"296","Fri",205,2012-11-30,0,"Weekday"
"297","Fri",2050,2012-11-30,4.28571428571429,"Weekday"
"298","Fri",2050,2012-11-09,4.28571428571429,"Weekday"
"299","Fri",2055,2012-11-30,15.4285714285714,"Weekday"
"300","Fri",2055,2012-11-09,15.4285714285714,"Weekday"
"301","Fri",210,2012-11-09,0,"Weekday"
"302","Fri",210,2012-11-30,0,"Weekday"
"303","Fri",2100,2012-11-30,10.2857142857143,"Weekday"
"304","Fri",2100,2012-11-09,10.2857142857143,"Weekday"
"305","Fri",2105,2012-11-30,18.4285714285714,"Weekday"
"306","Fri",2105,2012-11-09,18.4285714285714,"Weekday"
"307","Fri",2110,2012-11-30,24.5714285714286,"Weekday"
"308","Fri",2110,2012-11-09,24.5714285714286,"Weekday"
"309","Fri",2115,2012-11-30,8.28571428571429,"Weekday"
"310","Fri",2115,2012-11-09,8.28571428571429,"Weekday"
"311","Fri",2120,2012-11-09,0,"Weekday"
"312","Fri",2120,2012-11-30,0,"Weekday"
"313","Fri",2125,2012-11-30,0,"Weekday"
"314","Fri",2125,2012-11-09,0,"Weekday"
"315","Fri",2130,2012-11-09,0,"Weekday"
"316","Fri",2130,2012-11-30,0,"Weekday"
"317","Fri",2135,2012-11-09,0,"Weekday"
"318","Fri",2135,2012-11-30,0,"Weekday"
"319","Fri",2140,2012-11-09,0,"Weekday"
"320","Fri",2140,2012-11-30,0,"Weekday"
"321","Fri",2145,2012-11-09,0,"Weekday"
"322","Fri",2145,2012-11-30,0,"Weekday"
"323","Fri",215,2012-11-30,0,"Weekday"
"324","Fri",215,2012-11-09,0,"Weekday"
"325","Fri",2150,2012-11-09,0,"Weekday"
"326","Fri",2150,2012-11-30,0,"Weekday"
"327","Fri",2155,2012-11-09,0,"Weekday"
"328","Fri",2155,2012-11-30,0,"Weekday"
"329","Fri",220,2012-11-30,0,"Weekday"
"330","Fri",220,2012-11-09,0,"Weekday"
"331","Fri",2200,2012-11-09,1.42857142857143,"Weekday"
"332","Fri",2200,2012-11-30,1.42857142857143,"Weekday"
"333","Fri",2205,2012-11-09,4.28571428571429,"Weekday"
"334","Fri",2205,2012-11-30,4.28571428571429,"Weekday"
"335","Fri",2210,2012-11-09,13.8571428571429,"Weekday"
"336","Fri",2210,2012-11-30,13.8571428571429,"Weekday"
"337","Fri",2215,2012-11-09,1.28571428571429,"Weekday"
"338","Fri",2215,2012-11-30,1.28571428571429,"Weekday"
"339","Fri",2220,2012-11-09,0,"Weekday"
"340","Fri",2220,2012-11-30,0,"Weekday"
"341","Fri",2225,2012-11-09,3,"Weekday"
"342","Fri",2225,2012-11-30,3,"Weekday"
"343","Fri",2230,2012-11-30,1.14285714285714,"Weekday"
"344","Fri",2230,2012-11-09,1.14285714285714,"Weekday"
"345","Fri",2235,2012-11-09,0,"Weekday"
"346","Fri",2235,2012-11-30,0,"Weekday"
"347","Fri",2240,2012-11-09,0,"Weekday"
"348","Fri",2240,2012-11-30,0,"Weekday"
"349","Fri",2245,2012-11-09,0,"Weekday"
"350","Fri",2245,2012-11-30,0,"Weekday"
"351","Fri",225,2012-11-09,1,"Weekday"
"352","Fri",225,2012-11-30,1,"Weekday"
"353","Fri",2250,2012-11-09,2.57142857142857,"Weekday"
"354","Fri",2250,2012-11-30,2.57142857142857,"Weekday"
"355","Fri",2255,2012-11-09,9,"Weekday"
"356","Fri",2255,2012-11-30,9,"Weekday"
"357","Fri",230,2012-11-09,0,"Weekday"
"358","Fri",230,2012-11-30,0,"Weekday"
"359","Fri",2300,2012-11-09,2.14285714285714,"Weekday"
"360","Fri",2300,2012-11-30,2.14285714285714,"Weekday"
"361","Fri",2305,2012-11-09,0,"Weekday"
"362","Fri",2305,2012-11-30,0,"Weekday"
"363","Fri",2310,2012-11-09,0,"Weekday"
"364","Fri",2310,2012-11-30,0,"Weekday"
"365","Fri",2315,2012-11-09,0,"Weekday"
"366","Fri",2315,2012-11-30,0,"Weekday"
"367","Fri",2320,2012-11-09,0,"Weekday"
"368","Fri",2320,2012-11-30,0,"Weekday"
"369","Fri",2325,2012-11-09,0,"Weekday"
"370","Fri",2325,2012-11-30,0,"Weekday"
"371","Fri",2330,2012-11-09,0,"Weekday"
"372","Fri",2330,2012-11-30,0,"Weekday"
"373","Fri",2335,2012-11-30,0,"Weekday"
"374","Fri",2335,2012-11-09,0,"Weekday"
"375","Fri",2340,2012-11-09,0,"Weekday"
"376","Fri",2340,2012-11-30,0,"Weekday"
"377","Fri",2345,2012-11-30,0,"Weekday"
"378","Fri",2345,2012-11-09,0,"Weekday"
"379","Fri",235,2012-11-09,0,"Weekday"
"380","Fri",235,2012-11-30,0,"Weekday"
"381","Fri",2350,2012-11-30,0,"Weekday"
"382","Fri",2350,2012-11-09,0,"Weekday"
"383","Fri",2355,2012-11-30,1.14285714285714,"Weekday"
"384","Fri",2355,2012-11-09,1.14285714285714,"Weekday"
"385","Fri",240,2012-11-30,0,"Weekday"
"386","Fri",240,2012-11-09,0,"Weekday"
"387","Fri",245,2012-11-09,0,"Weekday"
"388","Fri",245,2012-11-30,0,"Weekday"
"389","Fri",25,2012-11-09,0,"Weekday"
"390","Fri",25,2012-11-30,0,"Weekday"
"391","Fri",250,2012-11-09,4.85714285714286,"Weekday"
"392","Fri",250,2012-11-30,4.85714285714286,"Weekday"
"393","Fri",255,2012-11-09,0,"Weekday"
"394","Fri",255,2012-11-30,0,"Weekday"
"395","Fri",30,2012-11-30,0,"Weekday"
"396","Fri",30,2012-11-09,0,"Weekday"
"397","Fri",300,2012-11-30,0,"Weekday"
"398","Fri",300,2012-11-09,0,"Weekday"
"399","Fri",305,2012-11-09,0,"Weekday"
"400","Fri",305,2012-11-30,0,"Weekday"
"401","Fri",310,2012-11-09,0,"Weekday"
"402","Fri",310,2012-11-30,0,"Weekday"
"403","Fri",315,2012-11-09,0,"Weekday"
"404","Fri",315,2012-11-30,0,"Weekday"
"405","Fri",320,2012-11-30,0,"Weekday"
"406","Fri",320,2012-11-09,0,"Weekday"
"407","Fri",325,2012-11-09,0,"Weekday"
"408","Fri",325,2012-11-30,0,"Weekday"
"409","Fri",330,2012-11-30,0,"Weekday"
"410","Fri",330,2012-11-09,0,"Weekday"
"411","Fri",335,2012-11-30,0,"Weekday"
"412","Fri",335,2012-11-09,0,"Weekday"
"413","Fri",340,2012-11-30,0,"Weekday"
"414","Fri",340,2012-11-09,0,"Weekday"
"415","Fri",345,2012-11-30,0,"Weekday"
"416","Fri",345,2012-11-09,0,"Weekday"
"417","Fri",35,2012-11-30,0,"Weekday"
"418","Fri",35,2012-11-09,0,"Weekday"
"419","Fri",350,2012-11-30,0,"Weekday"
"420","Fri",350,2012-11-09,0,"Weekday"
"421","Fri",355,2012-11-30,0,"Weekday"
"422","Fri",355,2012-11-09,0,"Weekday"
"423","Fri",40,2012-11-30,0,"Weekday"
"424","Fri",40,2012-11-09,0,"Weekday"
"425","Fri",400,2012-11-30,0,"Weekday"
"426","Fri",400,2012-11-09,0,"Weekday"
"427","Fri",405,2012-11-30,5.57142857142857,"Weekday"
"428","Fri",405,2012-11-09,5.57142857142857,"Weekday"
"429","Fri",410,2012-11-30,0,"Weekday"
"430","Fri",410,2012-11-09,0,"Weekday"
"431","Fri",415,2012-11-30,0,"Weekday"
"432","Fri",415,2012-11-09,0,"Weekday"
"433","Fri",420,2012-11-30,1.28571428571429,"Weekday"
"434","Fri",420,2012-11-09,1.28571428571429,"Weekday"
"435","Fri",425,2012-11-30,0,"Weekday"
"436","Fri",425,2012-11-09,0,"Weekday"
"437","Fri",430,2012-11-09,6.85714285714286,"Weekday"
"438","Fri",430,2012-11-30,6.85714285714286,"Weekday"
"439","Fri",435,2012-11-30,0.857142857142857,"Weekday"
"440","Fri",435,2012-11-09,0.857142857142857,"Weekday"
"441","Fri",440,2012-11-09,1.42857142857143,"Weekday"
"442","Fri",440,2012-11-30,1.42857142857143,"Weekday"
"443","Fri",445,2012-11-09,2.85714285714286,"Weekday"
"444","Fri",445,2012-11-30,2.85714285714286,"Weekday"
"445","Fri",45,2012-11-09,0,"Weekday"
"446","Fri",45,2012-11-30,0,"Weekday"
"447","Fri",450,2012-11-09,2.71428571428571,"Weekday"
"448","Fri",450,2012-11-30,2.71428571428571,"Weekday"
"449","Fri",455,2012-11-30,1,"Weekday"
"450","Fri",455,2012-11-09,1,"Weekday"
"451","Fri",5,2012-11-09,0,"Weekday"
"452","Fri",5,2012-11-30,0,"Weekday"
"453","Fri",50,2012-11-30,1.14285714285714,"Weekday"
"454","Fri",50,2012-11-09,1.14285714285714,"Weekday"
"455","Fri",500,2012-11-09,0,"Weekday"
"456","Fri",500,2012-11-30,0,"Weekday"
"457","Fri",505,2012-11-09,5.71428571428571,"Weekday"
"458","Fri",505,2012-11-30,5.71428571428571,"Weekday"
"459","Fri",510,2012-11-09,14.4285714285714,"Weekday"
"460","Fri",510,2012-11-30,14.4285714285714,"Weekday"
"461","Fri",515,2012-11-30,9.57142857142857,"Weekday"
"462","Fri",515,2012-11-09,9.57142857142857,"Weekday"
"463","Fri",520,2012-11-09,5.28571428571429,"Weekday"
"464","Fri",520,2012-11-30,5.28571428571429,"Weekday"
"465","Fri",525,2012-11-09,0,"Weekday"
"466","Fri",525,2012-11-30,0,"Weekday"
"467","Fri",530,2012-11-09,0,"Weekday"
"468","Fri",530,2012-11-30,0,"Weekday"
"469","Fri",535,2012-11-30,2.14285714285714,"Weekday"
"470","Fri",535,2012-11-09,2.14285714285714,"Weekday"
"471","Fri",540,2012-11-30,8.14285714285714,"Weekday"
"472","Fri",540,2012-11-09,8.14285714285714,"Weekday"
"473","Fri",545,2012-11-09,18.8571428571429,"Weekday"
"474","Fri",545,2012-11-30,18.8571428571429,"Weekday"
"475","Fri",55,2012-11-30,0,"Weekday"
"476","Fri",55,2012-11-09,0,"Weekday"
"477","Fri",550,2012-11-09,0,"Weekday"
"478","Fri",550,2012-11-30,0,"Weekday"
"479","Fri",555,2012-11-09,9,"Weekday"
"480","Fri",555,2012-11-30,9,"Weekday"
