"","day","interval","date","steps"
"174","Fri",1555,2012-11-30,135.142857142857
"175","Fri",1600,2012-11-09,58.4285714285714
"176","Fri",1600,2012-11-30,58.4285714285714
"177","Fri",1605,2012-11-09,56.4285714285714
"178","Fri",1605,2012-11-30,56.4285714285714
"179","Fri",1610,2012-11-09,111
"180","Fri",1610,2012-11-30,111
"181","Fri",1615,2012-11-09,32.4285714285714
"182","Fri",1615,2012-11-30,32.4285714285714
"183","Fri",1620,2012-11-09,18.1428571428571
"184","Fri",1620,2012-11-30,18.1428571428571
"185","Fri",1625,2012-11-09,17.7142857142857
"186","Fri",1625,2012-11-30,17.7142857142857
"187","Fri",1630,2012-11-09,18.1428571428571
"188","Fri",1630,2012-11-30,18.1428571428571
"189","Fri",1635,2012-11-09,2.28571428571429
"190","Fri",1635,2012-11-30,2.28571428571429
"191","Fri",1640,2012-11-09,45.1428571428571
"192","Fri",1640,2012-11-30,45.1428571428571
"193","Fri",1645,2012-11-09,73.1428571428571
"194","Fri",1645,2012-11-30,73.1428571428571
"195","Fri",1650,2012-11-30,28
"196","Fri",1650,2012-11-09,28
"197","Fri",1655,2012-11-09,64.7142857142857
"198","Fri",1655,2012-11-30,64.7142857142857
"199","Fri",1700,2012-11-30,18.2857142857143
"200","Fri",1700,2012-11-09,18.2857142857143
"201","Fri",1705,2012-11-30,11.7142857142857
"202","Fri",1705,2012-11-09,11.7142857142857
"203","Fri",1710,2012-11-30,7.28571428571429
"204","Fri",1710,2012-11-09,7.28571428571429
"205","Fri",1715,2012-11-09,18
"206","Fri",1715,2012-11-30,18
"207","Fri",1720,2012-11-30,4.42857142857143
"208","Fri",1720,2012-11-09,4.42857142857143
"209","Fri",1725,2012-11-30,8
"210","Fri",1725,2012-11-09,8
"211","Fri",1730,2012-11-30,20.5714285714286
"212","Fri",1730,2012-11-09,20.5714285714286
"213","Fri",1735,2012-11-09,69.2857142857143
"214","Fri",1735,2012-11-30,69.2857142857143
"215","Fri",1740,2012-11-30,50.8571428571429
"216","Fri",1740,2012-11-09,50.8571428571429
"217","Fri",1745,2012-11-30,31.1428571428571
"218","Fri",1745,2012-11-09,31.1428571428571
"219","Fri",1750,2012-11-30,18
"220","Fri",1750,2012-11-09,18
"221","Fri",1755,2012-11-09,26.2857142857143
"222","Fri",1755,2012-11-30,26.2857142857143
"223","Fri",1800,2012-11-30,24
"224","Fri",1800,2012-11-09,24
"225","Fri",1805,2012-11-09,72.8571428571429
"226","Fri",1805,2012-11-30,72.8571428571429
"227","Fri",1810,2012-11-09,133.571428571429
"228","Fri",1810,2012-11-30,133.571428571429
"229","Fri",1815,2012-11-09,159.571428571429
"230","Fri",1815,2012-11-30,159.571428571429
"231","Fri",1820,2012-11-09,149.285714285714
"232","Fri",1820,2012-11-30,149.285714285714
"233","Fri",1825,2012-11-09,214.571428571429
"234","Fri",1825,2012-11-30,214.571428571429
"235","Fri",1830,2012-11-09,210.857142857143
"236","Fri",1830,2012-11-30,210.857142857143
"237","Fri",1835,2012-11-09,205.571428571429
"238","Fri",1835,2012-11-30,205.571428571429
"239","Fri",1840,2012-11-09,94.1428571428571
"240","Fri",1840,2012-11-30,94.1428571428571
"241","Fri",1845,2012-11-09,141.571428571429
"242","Fri",1845,2012-11-30,141.571428571429
"243","Fri",1850,2012-11-09,62.2857142857143
"244","Fri",1850,2012-11-30,62.2857142857143
"245","Fri",1855,2012-11-09,30.1428571428571
"246","Fri",1855,2012-11-30,30.1428571428571
"247","Fri",1900,2012-11-09,24.1428571428571
"248","Fri",1900,2012-11-30,24.1428571428571
"249","Fri",1905,2012-11-30,22.7142857142857
"250","Fri",1905,2012-11-09,22.7142857142857
"251","Fri",1910,2012-11-09,12.1428571428571
"252","Fri",1910,2012-11-30,12.1428571428571
"253","Fri",1915,2012-11-09,27.7142857142857
"254","Fri",1915,2012-11-30,27.7142857142857
"255","Fri",1920,2012-11-09,35
"256","Fri",1920,2012-11-30,35
"257","Fri",1925,2012-11-09,14.4285714285714
"258","Fri",1925,2012-11-30,14.4285714285714
"259","Fri",1930,2012-11-09,21.2857142857143
"260","Fri",1930,2012-11-30,21.2857142857143
"261","Fri",1935,2012-11-09,20.7142857142857
"262","Fri",1935,2012-11-30,20.7142857142857
"263","Fri",1940,2012-11-09,18.5714285714286
"264","Fri",1940,2012-11-30,18.5714285714286
"265","Fri",1945,2012-11-09,13.5714285714286
"266","Fri",1945,2012-11-30,13.5714285714286
"267","Fri",1950,2012-11-09,42.8571428571429
"268","Fri",1950,2012-11-30,42.8571428571429
"269","Fri",1955,2012-11-09,17.8571428571429
"270","Fri",1955,2012-11-30,17.8571428571429
"271","Fri",20,2012-11-30,0
"272","Fri",20,2012-11-09,0
"273","Fri",200,2012-11-09,0
"274","Fri",200,2012-11-30,0
"275","Fri",2000,2012-11-09,17.4285714285714
"276","Fri",2000,2012-11-30,17.4285714285714
"277","Fri",2005,2012-11-09,8.28571428571429
"278","Fri",2005,2012-11-30,8.28571428571429
"279","Fri",2010,2012-11-30,1
"280","Fri",2010,2012-11-09,1
"281","Fri",2015,2012-11-09,9.28571428571429
"282","Fri",2015,2012-11-30,9.28571428571429
"283","Fri",2020,2012-11-30,9.71428571428571
"284","Fri",2020,2012-11-09,9.71428571428571
"285","Fri",2025,2012-11-30,2.71428571428571
"286","Fri",2025,2012-11-09,2.71428571428571
"287","Fri",2030,2012-11-30,4.71428571428571
"288","Fri",2030,2012-11-09,4.71428571428571
"289","Fri",2035,2012-11-30,10.1428571428571
"290","Fri",2035,2012-11-09,10.1428571428571
"291","Fri",2040,2012-11-30,0
"292","Fri",2040,2012-11-09,0
"293","Fri",2045,2012-11-30,6
"294","Fri",2045,2012-11-09,6
"295","Fri",205,2012-11-09,0
"296","Fri",205,2012-11-30,0
"297","Fri",2050,2012-11-30,4.28571428571429
"298","Fri",2050,2012-11-09,4.28571428571429
"299","Fri",2055,2012-11-30,15.4285714285714
"300","Fri",2055,2012-11-09,15.4285714285714
"301","Fri",210,2012-11-09,0
"302","Fri",210,2012-11-30,0
"303","Fri",2100,2012-11-30,10.2857142857143
"304","Fri",2100,2012-11-09,10.2857142857143
"305","Fri",2105,2012-11-30,18.4285714285714
"306","Fri",2105,2012-11-09,18.4285714285714
"307","Fri",2110,2012-11-30,24.5714285714286
"308","Fri",2110,2012-11-09,24.5714285714286
"309","Fri",2115,2012-11-30,8.28571428571429
"310","Fri",2115,2012-11-09,8.28571428571429
"311","Fri",2120,2012-11-09,0
"312","Fri",2120,2012-11-30,0
"313","Fri",2125,2012-11-30,0
"314","Fri",2125,2012-11-09,0
"315","Fri",2130,2012-11-09,0
"316","Fri",2130,2012-11-30,0
"317","Fri",2135,2012-11-09,0
"318","Fri",2135,2012-11-30,0
"319","Fri",2140,2012-11-09,0
"320","Fri",2140,2012-11-30,0
"321","Fri",2145,2012-11-09,0
"322","Fri",2145,2012-11-30,0
"323","Fri",215,2012-11-30,0
"324","Fri",215,2012-11-09,0
"325","Fri",2150,2012-11-09,0
"326","Fri",2150,2012-11-30,0
"327","Fri",2155,2012-11-09,0
"328","Fri",2155,2012-11-30,0
"329","Fri",220,2012-11-30,0
"330","Fri",220,2012-11-09,0
"331","Fri",2200,2012-11-09,1.42857142857143
"332","Fri",2200,2012-11-30,1.42857142857143
"333","Fri",2205,2012-11-09,4.28571428571429
"334","Fri",2205,2012-11-30,4.28571428571429
"335","Fri",2210,2012-11-09,13.8571428571429
"336","Fri",2210,2012-11-30,13.8571428571429
"337","Fri",2215,2012-11-09,1.28571428571429
"338","Fri",2215,2012-11-30,1.28571428571429
"339","Fri",2220,2012-11-09,0
"340","Fri",2220,2012-11-30,0
"341","Fri",2225,2012-11-09,3
"342","Fri",2225,2012-11-30,3
"343","Fri",2230,2012-11-30,1.14285714285714
"344","Fri",2230,2012-11-09,1.14285714285714
"345","Fri",2235,2012-11-09,0
"346","Fri",2235,2012-11-30,0
"347","Fri",2240,2012-11-09,0
"348","Fri",2240,2012-11-30,0
"349","Fri",2245,2012-11-09,0
"350","Fri",2245,2012-11-30,0
"351","Fri",225,2012-11-09,1
"352","Fri",225,2012-11-30,1
"353","Fri",2250,2012-11-09,2.57142857142857
"354","Fri",2250,2012-11-30,2.57142857142857
"355","Fri",2255,2012-11-09,9
"356","Fri",2255,2012-11-30,9
"357","Fri",230,2012-11-09,0
"358","Fri",230,2012-11-30,0
"359","Fri",2300,2012-11-09,2.14285714285714
"360","Fri",2300,2012-11-30,2.14285714285714
"361","Fri",2305,2012-11-09,0
"362","Fri",2305,2012-11-30,0
"363","Fri",2310,2012-11-09,0
"364","Fri",2310,2012-11-30,0
"365","Fri",2315,2012-11-09,0
"366","Fri",2315,2012-11-30,0
"367","Fri",2320,2012-11-09,0
"368","Fri",2320,2012-11-30,0
"369","Fri",2325,2012-11-09,0
"370","Fri",2325,2012-11-30,0
"371","Fri",2330,2012-11-09,0
"372","Fri",2330,2012-11-30,0
"373","Fri",2335,2012-11-30,0
"374","Fri",2335,2012-11-09,0
"375","Fri",2340,2012-11-09,0
"376","Fri",2340,2012-11-30,0
"377","Fri",2345,2012-11-30,0
"378","Fri",2345,2012-11-09,0
"379","Fri",235,2012-11-09,0
"380","Fri",235,2012-11-30,0
"381","Fri",2350,2012-11-30,0
"382","Fri",2350,2012-11-09,0
"383","Fri",2355,2012-11-30,1.14285714285714
"384","Fri",2355,2012-11-09,1.14285714285714
"385","Fri",240,2012-11-30,0
"386","Fri",240,2012-11-09,0
"387","Fri",245,2012-11-09,0
"388","Fri",245,2012-11-30,0
"389","Fri",25,2012-11-09,0
"390","Fri",25,2012-11-30,0
"391","Fri",250,2012-11-09,4.85714285714286
"392","Fri",250,2012-11-30,4.85714285714286
"393","Fri",255,2012-11-09,0
"394","Fri",255,2012-11-30,0
"395","Fri",30,2012-11-30,0
"396","Fri",30,2012-11-09,0
"397","Fri",300,2012-11-30,0
"398","Fri",300,2012-11-09,0
"399","Fri",305,2012-11-09,0
"400","Fri",305,2012-11-30,0
"401","Fri",310,2012-11-09,0
"402","Fri",310,2012-11-30,0
"403","Fri",315,2012-11-09,0
"404","Fri",315,2012-11-30,0
"405","Fri",320,2012-11-30,0
"406","Fri",320,2012-11-09,0
"407","Fri",325,2012-11-09,0
"408","Fri",325,2012-11-30,0
"409","Fri",330,2012-11-30,0
"410","Fri",330,2012-11-09,0
"411","Fri",335,2012-11-30,0
"412","Fri",335,2012-11-09,0
"413","Fri",340,2012-11-30,0
"414","Fri",340,2012-11-09,0
"415","Fri",345,2012-11-30,0
"416","Fri",345,2012-11-09,0
"417","Fri",35,2012-11-30,0
"418","Fri",35,2012-11-09,0
"419","Fri",350,2012-11-30,0
"420","Fri",350,2012-11-09,0
"421","Fri",355,2012-11-30,0
"422","Fri",355,2012-11-09,0
"423","Fri",40,2012-11-30,0
"424","Fri",40,2012-11-09,0
"425","Fri",400,2012-11-30,0
"426","Fri",400,2012-11-09,0
"427","Fri",405,2012-11-30,5.57142857142857
"428","Fri",405,2012-11-09,5.57142857142857
"429","Fri",410,2012-11-30,0
"430","Fri",410,2012-11-09,0
"431","Fri",415,2012-11-30,0
"432","Fri",415,2012-11-09,0
"433","Fri",420,2012-11-30,1.28571428571429
"434","Fri",420,2012-11-09,1.28571428571429
"435","Fri",425,2012-11-30,0
"436","Fri",425,2012-11-09,0
"437","Fri",430,2012-11-09,6.85714285714286
"438","Fri",430,2012-11-30,6.85714285714286
"439","Fri",435,2012-11-30,0.857142857142857
"440","Fri",435,2012-11-09,0.857142857142857
"441","Fri",440,2012-11-09,1.42857142857143
"442","Fri",440,2012-11-30,1.42857142857143
"443","Fri",445,2012-11-09,2.85714285714286
"444","Fri",445,2012-11-30,2.85714285714286
"445","Fri",45,2012-11-09,0
"446","Fri",45,2012-11-30,0
"447","Fri",450,2012-11-09,2.71428571428571
"448","Fri",450,2012-11-30,2.71428571428571
"449","Fri",455,2012-11-30,1
"450","Fri",455,2012-11-09,1
"451","Fri",5,2012-11-09,0
"452","Fri",5,2012-11-30,0
"453","Fri",50,2012-11-30,1.14285714285714
"454","Fri",50,2012-11-09,1.14285714285714
"455","Fri",500,2012-11-09,0
"456","Fri",500,2012-11-30,0
"457","Fri",505,2012-11-09,5.71428571428571
"458","Fri",505,2012-11-30,5.71428571428571
"459","Fri",510,2012-11-09,14.4285714285714
"460","Fri",510,2012-11-30,14.4285714285714
"461","Fri",515,2012-11-30,9.57142857142857
"462","Fri",515,2012-11-09,9.57142857142857
"463","Fri",520,2012-11-09,5.28571428571429
"464","Fri",520,2012-11-30,5.28571428571429
"465","Fri",525,2012-11-09,0
"466","Fri",525,2012-11-30,0
"467","Fri",530,2012-11-09,0
"468","Fri",530,2012-11-30,0
"469","Fri",535,2012-11-30,2.14285714285714
"470","Fri",535,2012-11-09,2.14285714285714
"471","Fri",540,2012-11-30,8.14285714285714
"472","Fri",540,2012-11-09,8.14285714285714
"473","Fri",545,2012-11-09,18.8571428571429
"474","Fri",545,2012-11-30,18.8571428571429
"475","Fri",55,2012-11-30,0
"476","Fri",55,2012-11-09,0
"477","Fri",550,2012-11-09,0
"478","Fri",550,2012-11-30,0
"479","Fri",555,2012-11-09,9
"480","Fri",555,2012-11-30,9
"481","Fri",600,2012-11-30,13
"482","Fri",600,2012-11-09,13
"483","Fri",605,2012-11-09,4.71428571428571
"484","Fri",605,2012-11-30,4.71428571428571
"485","Fri",610,2012-11-09,15.4285714285714
"486","Fri",610,2012-11-30,15.4285714285714
"487","Fri",615,2012-11-09,24.1428571428571
"488","Fri",615,2012-11-30,24.1428571428571
"489","Fri",620,2012-11-30,15
"490","Fri",620,2012-11-09,15
"491","Fri",625,2012-11-09,19.2857142857143
"492","Fri",625,2012-11-30,19.2857142857143
"493","Fri",630,2012-11-09,8.85714285714286
"494","Fri",630,2012-11-30,8.85714285714286
"495","Fri",635,2012-11-09,4.28571428571429
"496","Fri",635,2012-11-30,4.28571428571429
"497","Fri",640,2012-11-30,31.8571428571429
"498","Fri",640,2012-11-09,31.8571428571429
"499","Fri",645,2012-11-09,19.2857142857143
"500","Fri",645,2012-11-30,19.2857142857143
"501","Fri",650,2012-11-30,13.7142857142857
"502","Fri",650,2012-11-09,13.7142857142857
"503","Fri",655,2012-11-30,18.2857142857143
"504","Fri",655,2012-11-09,18.2857142857143
"505","Fri",700,2012-11-30,5.14285714285714
"506","Fri",700,2012-11-09,5.14285714285714
"507","Fri",705,2012-11-30,10.4285714285714
"508","Fri",705,2012-11-09,10.4285714285714
"509","Fri",710,2012-11-30,13.7142857142857
"510","Fri",710,2012-11-09,13.7142857142857
"511","Fri",715,2012-11-30,30
"512","Fri",715,2012-11-09,30
"513","Fri",720,2012-11-30,11.2857142857143
"514","Fri",720,2012-11-09,11.2857142857143
"515","Fri",725,2012-11-30,16
"516","Fri",725,2012-11-09,16
"517","Fri",730,2012-11-30,52
"518","Fri",730,2012-11-09,52
"519","Fri",735,2012-11-30,33.7142857142857
"520","Fri",735,2012-11-09,33.7142857142857
"521","Fri",740,2012-11-30,61.4285714285714
"522","Fri",740,2012-11-09,61.4285714285714
"523","Fri",745,2012-11-30,47.5714285714286
"524","Fri",745,2012-11-09,47.5714285714286
"525","Fri",750,2012-11-09,59.4285714285714
"526","Fri",750,2012-11-30,59.4285714285714
"527","Fri",755,2012-11-30,66
"528","Fri",755,2012-11-09,66
"529","Fri",800,2012-11-09,63.8571428571429
"530","Fri",800,2012-11-30,63.8571428571429
"531","Fri",805,2012-11-09,37.7142857142857
"532","Fri",805,2012-11-30,37.7142857142857
"533","Fri",810,2012-11-09,165.857142857143
"534","Fri",810,2012-11-30,165.857142857143
"535","Fri",815,2012-11-30,223.142857142857
"536","Fri",815,2012-11-09,223.142857142857
"537","Fri",820,2012-11-09,257.285714285714
"538","Fri",820,2012-11-30,257.285714285714
"539","Fri",825,2012-11-09,261
"540","Fri",825,2012-11-30,261
"541","Fri",830,2012-11-09,273.857142857143
"542","Fri",830,2012-11-30,273.857142857143
"543","Fri",835,2012-11-30,279.142857142857
"544","Fri",835,2012-11-09,279.142857142857
"545","Fri",840,2012-11-09,233.714285714286
"546","Fri",840,2012-11-30,233.714285714286
"547","Fri",845,2012-11-09,234.285714285714
"548","Fri",845,2012-11-30,234.285714285714
"549","Fri",850,2012-11-09,328.571428571429
"550","Fri",850,2012-11-30,328.571428571429
"551","Fri",855,2012-11-30,192.428571428571
"552","Fri",855,2012-11-09,192.428571428571
"553","Fri",900,2012-11-30,218.142857142857
"554","Fri",900,2012-11-09,218.142857142857
"555","Fri",905,2012-11-09,135.428571428571
"556","Fri",905,2012-11-30,135.428571428571
"557","Fri",910,2012-11-09,60
"558","Fri",910,2012-11-30,60
"559","Fri",915,2012-11-09,93.5714285714286
"560","Fri",915,2012-11-30,93.5714285714286
"561","Fri",920,2012-11-30,31.2857142857143
"562","Fri",920,2012-11-09,31.2857142857143
"563","Fri",925,2012-11-09,2
"564","Fri",925,2012-11-30,2
"565","Fri",930,2012-11-09,9.85714285714286
"566","Fri",930,2012-11-30,9.85714285714286
"567","Fri",935,2012-11-09,19.8571428571429
"568","Fri",935,2012-11-30,19.8571428571429
"569","Fri",940,2012-11-30,12.5714285714286
"570","Fri",940,2012-11-09,12.5714285714286
"571","Fri",945,2012-11-09,33.7142857142857
"572","Fri",945,2012-11-30,33.7142857142857
"573","Fri",950,2012-11-09,28.5714285714286
"574","Fri",950,2012-11-30,28.5714285714286
"575","Fri",955,2012-11-09,6.57142857142857
"576","Fri",955,2012-11-30,6.57142857142857
"577","Mon",0,2012-10-01,1.42857142857143
"578","Mon",0,2012-10-08,1.42857142857143
"579","Mon",10,2012-10-08,0
"580","Mon",10,2012-10-01,0
"581","Mon",100,2012-10-08,0
"582","Mon",100,2012-10-01,0
"583","Mon",1000,2012-10-08,14.8571428571429
"584","Mon",1000,2012-10-01,14.8571428571429
"585","Mon",1005,2012-10-01,0
"586","Mon",1005,2012-10-08,0
"587","Mon",1010,2012-10-01,0
"588","Mon",1010,2012-10-08,0
"589","Mon",1015,2012-10-08,1.71428571428571
"590","Mon",1015,2012-10-01,1.71428571428571
"591","Mon",1020,2012-10-08,24
"592","Mon",1020,2012-10-01,24
"593","Mon",1025,2012-10-01,0
"594","Mon",1025,2012-10-08,0
"595","Mon",1030,2012-10-01,2
"596","Mon",1030,2012-10-08,2
"597","Mon",1035,2012-10-08,5.71428571428571
"598","Mon",1035,2012-10-01,5.71428571428571
"599","Mon",1040,2012-10-08,14.1428571428571
"600","Mon",1040,2012-10-01,14.1428571428571
"601","Mon",1045,2012-10-08,25.7142857142857
"602","Mon",1045,2012-10-01,25.7142857142857
"603","Mon",105,2012-10-08,0
"604","Mon",105,2012-10-01,0
"605","Mon",1050,2012-10-08,37.8571428571429
"606","Mon",1050,2012-10-01,37.8571428571429
"607","Mon",1055,2012-10-08,6
"608","Mon",1055,2012-10-01,6
"609","Mon",110,2012-10-01,0
"610","Mon",110,2012-10-08,0
"611","Mon",1100,2012-10-08,21.4285714285714
"612","Mon",1100,2012-10-01,21.4285714285714
"613","Mon",1105,2012-10-08,19
"614","Mon",1105,2012-10-01,19
"615","Mon",1110,2012-10-08,19.8571428571429
"616","Mon",1110,2012-10-01,19.8571428571429
"617","Mon",1115,2012-10-01,22.4285714285714
"618","Mon",1115,2012-10-08,22.4285714285714
"619","Mon",1120,2012-10-08,17.2857142857143
"620","Mon",1120,2012-10-01,17.2857142857143
"621","Mon",1125,2012-10-08,18.2857142857143
"622","Mon",1125,2012-10-01,18.2857142857143
"623","Mon",1130,2012-10-08,91.7142857142857
"624","Mon",1130,2012-10-01,91.7142857142857
"625","Mon",1135,2012-10-01,127.142857142857
"626","Mon",1135,2012-10-08,127.142857142857
"627","Mon",1140,2012-10-08,161
"628","Mon",1140,2012-10-01,161
"629","Mon",1145,2012-10-08,158.714285714286
"630","Mon",1145,2012-10-01,158.714285714286
