"","steps","date","interval","day"
"370",0,2012-10-02,645,"Tue"
"371",0,2012-10-02,650,"Tue"
"372",0,2012-10-02,655,"Tue"
"373",0,2012-10-02,700,"Tue"
"374",0,2012-10-02,705,"Tue"
"375",0,2012-10-02,710,"Tue"
"376",0,2012-10-02,715,"Tue"
"377",0,2012-10-02,720,"Tue"
"378",0,2012-10-02,725,"Tue"
"379",0,2012-10-02,730,"Tue"
"380",0,2012-10-02,735,"Tue"
"381",0,2012-10-02,740,"Tue"
"382",0,2012-10-02,745,"Tue"
"383",0,2012-10-02,750,"Tue"
"384",0,2012-10-02,755,"Tue"
"385",0,2012-10-02,800,"Tue"
"386",0,2012-10-02,805,"Tue"
"387",0,2012-10-02,810,"Tue"
"388",0,2012-10-02,815,"Tue"
"389",0,2012-10-02,820,"Tue"
"390",0,2012-10-02,825,"Tue"
"391",0,2012-10-02,830,"Tue"
"392",0,2012-10-02,835,"Tue"
"393",0,2012-10-02,840,"Tue"
"394",0,2012-10-02,845,"Tue"
"395",0,2012-10-02,850,"Tue"
"396",0,2012-10-02,855,"Tue"
"397",0,2012-10-02,900,"Tue"
"398",0,2012-10-02,905,"Tue"
"399",0,2012-10-02,910,"Tue"
"400",0,2012-10-02,915,"Tue"
"401",0,2012-10-02,920,"Tue"
"402",0,2012-10-02,925,"Tue"
"403",0,2012-10-02,930,"Tue"
"404",0,2012-10-02,935,"Tue"
"405",0,2012-10-02,940,"Tue"
"406",0,2012-10-02,945,"Tue"
"407",0,2012-10-02,950,"Tue"
"408",0,2012-10-02,955,"Tue"
"409",0,2012-10-02,1000,"Tue"
"410",0,2012-10-02,1005,"Tue"
"411",0,2012-10-02,1010,"Tue"
"412",0,2012-10-02,1015,"Tue"
"413",0,2012-10-02,1020,"Tue"
"414",0,2012-10-02,1025,"Tue"
"415",0,2012-10-02,1030,"Tue"
"416",0,2012-10-02,1035,"Tue"
"417",0,2012-10-02,1040,"Tue"
"418",0,2012-10-02,1045,"Tue"
"419",0,2012-10-02,1050,"Tue"
"420",0,2012-10-02,1055,"Tue"
"421",0,2012-10-02,1100,"Tue"
"422",0,2012-10-02,1105,"Tue"
"423",0,2012-10-02,1110,"Tue"
"424",0,2012-10-02,1115,"Tue"
"425",0,2012-10-02,1120,"Tue"
"426",0,2012-10-02,1125,"Tue"
"427",0,2012-10-02,1130,"Tue"
"428",0,2012-10-02,1135,"Tue"
"429",0,2012-10-02,1140,"Tue"
"430",0,2012-10-02,1145,"Tue"
"431",0,2012-10-02,1150,"Tue"
"432",0,2012-10-02,1155,"Tue"
"433",0,2012-10-02,1200,"Tue"
"434",0,2012-10-02,1205,"Tue"
"435",0,2012-10-02,1210,"Tue"
"436",0,2012-10-02,1215,"Tue"
"437",0,2012-10-02,1220,"Tue"
"438",0,2012-10-02,1225,"Tue"
"439",0,2012-10-02,1230,"Tue"
"440",0,2012-10-02,1235,"Tue"
"441",0,2012-10-02,1240,"Tue"
"442",0,2012-10-02,1245,"Tue"
"443",0,2012-10-02,1250,"Tue"
"444",0,2012-10-02,1255,"Tue"
"445",0,2012-10-02,1300,"Tue"
"446",0,2012-10-02,1305,"Tue"
"447",0,2012-10-02,1310,"Tue"
"448",0,2012-10-02,1315,"Tue"
"449",0,2012-10-02,1320,"Tue"
"450",0,2012-10-02,1325,"Tue"
"451",0,2012-10-02,1330,"Tue"
"452",0,2012-10-02,1335,"Tue"
"453",0,2012-10-02,1340,"Tue"
"454",0,2012-10-02,1345,"Tue"
"455",0,2012-10-02,1350,"Tue"
"456",0,2012-10-02,1355,"Tue"
"457",0,2012-10-02,1400,"Tue"
"458",0,2012-10-02,1405,"Tue"
"459",0,2012-10-02,1410,"Tue"
"460",0,2012-10-02,1415,"Tue"
"461",0,2012-10-02,1420,"Tue"
"462",0,2012-10-02,1425,"Tue"
"463",0,2012-10-02,1430,"Tue"
"464",0,2012-10-02,1435,"Tue"
"465",0,2012-10-02,1440,"Tue"
"466",0,2012-10-02,1445,"Tue"
"467",0,2012-10-02,1450,"Tue"
"468",0,2012-10-02,1455,"Tue"
"469",0,2012-10-02,1500,"Tue"
"470",0,2012-10-02,1505,"Tue"
"471",0,2012-10-02,1510,"Tue"
"472",0,2012-10-02,1515,"Tue"
"473",0,2012-10-02,1520,"Tue"
"474",0,2012-10-02,1525,"Tue"
"475",0,2012-10-02,1530,"Tue"
"476",0,2012-10-02,1535,"Tue"
"477",0,2012-10-02,1540,"Tue"
"478",0,2012-10-02,1545,"Tue"
"479",0,2012-10-02,1550,"Tue"
"480",0,2012-10-02,1555,"Tue"
"481",0,2012-10-02,1600,"Tue"
"482",0,2012-10-02,1605,"Tue"
"483",0,2012-10-02,1610,"Tue"
"484",0,2012-10-02,1615,"Tue"
"485",0,2012-10-02,1620,"Tue"
"486",0,2012-10-02,1625,"Tue"
"487",0,2012-10-02,1630,"Tue"
"488",0,2012-10-02,1635,"Tue"
"489",0,2012-10-02,1640,"Tue"
"490",0,2012-10-02,1645,"Tue"
"491",0,2012-10-02,1650,"Tue"
"492",0,2012-10-02,1655,"Tue"
"493",0,2012-10-02,1700,"Tue"
"494",0,2012-10-02,1705,"Tue"
"495",0,2012-10-02,1710,"Tue"
"496",0,2012-10-02,1715,"Tue"
"497",0,2012-10-02,1720,"Tue"
"498",0,2012-10-02,1725,"Tue"
"499",0,2012-10-02,1730,"Tue"
"500",0,2012-10-02,1735,"Tue"
"501",0,2012-10-02,1740,"Tue"
"502",0,2012-10-02,1745,"Tue"
"503",0,2012-10-02,1750,"Tue"
"504",0,2012-10-02,1755,"Tue"
"505",0,2012-10-02,1800,"Tue"
"506",0,2012-10-02,1805,"Tue"
"507",0,2012-10-02,1810,"Tue"
"508",0,2012-10-02,1815,"Tue"
"509",0,2012-10-02,1820,"Tue"
"510",0,2012-10-02,1825,"Tue"
"511",0,2012-10-02,1830,"Tue"
"512",0,2012-10-02,1835,"Tue"
"513",0,2012-10-02,1840,"Tue"
"514",0,2012-10-02,1845,"Tue"
"515",0,2012-10-02,1850,"Tue"
"516",0,2012-10-02,1855,"Tue"
"517",0,2012-10-02,1900,"Tue"
"518",0,2012-10-02,1905,"Tue"
"519",0,2012-10-02,1910,"Tue"
"520",0,2012-10-02,1915,"Tue"
"521",0,2012-10-02,1920,"Tue"
"522",0,2012-10-02,1925,"Tue"
"523",0,2012-10-02,1930,"Tue"
"524",0,2012-10-02,1935,"Tue"
"525",0,2012-10-02,1940,"Tue"
"526",0,2012-10-02,1945,"Tue"
"527",0,2012-10-02,1950,"Tue"
"528",0,2012-10-02,1955,"Tue"
"529",0,2012-10-02,2000,"Tue"
"530",0,2012-10-02,2005,"Tue"
"531",0,2012-10-02,2010,"Tue"
"532",0,2012-10-02,2015,"Tue"
"533",0,2012-10-02,2020,"Tue"
"534",0,2012-10-02,2025,"Tue"
"535",0,2012-10-02,2030,"Tue"
"536",0,2012-10-02,2035,"Tue"
"537",0,2012-10-02,2040,"Tue"
"538",0,2012-10-02,2045,"Tue"
"539",0,2012-10-02,2050,"Tue"
"540",0,2012-10-02,2055,"Tue"
"541",0,2012-10-02,2100,"Tue"
"542",0,2012-10-02,2105,"Tue"
"543",0,2012-10-02,2110,"Tue"
"544",0,2012-10-02,2115,"Tue"
"545",0,2012-10-02,2120,"Tue"
"546",0,2012-10-02,2125,"Tue"
"547",0,2012-10-02,2130,"Tue"
"548",0,2012-10-02,2135,"Tue"
"549",0,2012-10-02,2140,"Tue"
"550",0,2012-10-02,2145,"Tue"
"551",0,2012-10-02,2150,"Tue"
"552",0,2012-10-02,2155,"Tue"
"553",0,2012-10-02,2200,"Tue"
"554",0,2012-10-02,2205,"Tue"
"555",117,2012-10-02,2210,"Tue"
"556",9,2012-10-02,2215,"Tue"
"557",0,2012-10-02,2220,"Tue"
"558",0,2012-10-02,2225,"Tue"
"559",0,2012-10-02,2230,"Tue"
"560",0,2012-10-02,2235,"Tue"
"561",0,2012-10-02,2240,"Tue"
"562",0,2012-10-02,2245,"Tue"
"563",0,2012-10-02,2250,"Tue"
"564",0,2012-10-02,2255,"Tue"
"565",0,2012-10-02,2300,"Tue"
"566",0,2012-10-02,2305,"Tue"
"567",0,2012-10-02,2310,"Tue"
"568",0,2012-10-02,2315,"Tue"
"569",0,2012-10-02,2320,"Tue"
"570",0,2012-10-02,2325,"Tue"
"571",0,2012-10-02,2330,"Tue"
"572",0,2012-10-02,2335,"Tue"
"573",0,2012-10-02,2340,"Tue"
"574",0,2012-10-02,2345,"Tue"
"575",0,2012-10-02,2350,"Tue"
"576",0,2012-10-02,2355,"Tue"
"577",0,2012-10-03,0,"Wed"
"578",0,2012-10-03,5,"Wed"
"579",0,2012-10-03,10,"Wed"
"580",0,2012-10-03,15,"Wed"
"581",0,2012-10-03,20,"Wed"
"582",0,2012-10-03,25,"Wed"
"583",0,2012-10-03,30,"Wed"
"584",0,2012-10-03,35,"Wed"
"585",0,2012-10-03,40,"Wed"
"586",0,2012-10-03,45,"Wed"
"587",0,2012-10-03,50,"Wed"
"588",0,2012-10-03,55,"Wed"
"589",0,2012-10-03,100,"Wed"
"590",0,2012-10-03,105,"Wed"
"591",0,2012-10-03,110,"Wed"
"592",0,2012-10-03,115,"Wed"
"593",0,2012-10-03,120,"Wed"
"594",0,2012-10-03,125,"Wed"
"595",0,2012-10-03,130,"Wed"
"596",0,2012-10-03,135,"Wed"
"597",0,2012-10-03,140,"Wed"
"598",0,2012-10-03,145,"Wed"
"599",0,2012-10-03,150,"Wed"
"600",0,2012-10-03,155,"Wed"
"601",0,2012-10-03,200,"Wed"
"602",0,2012-10-03,205,"Wed"
"603",0,2012-10-03,210,"Wed"
"604",0,2012-10-03,215,"Wed"
"605",0,2012-10-03,220,"Wed"
"606",0,2012-10-03,225,"Wed"
"607",0,2012-10-03,230,"Wed"
"608",0,2012-10-03,235,"Wed"
"609",0,2012-10-03,240,"Wed"
"610",0,2012-10-03,245,"Wed"
"611",0,2012-10-03,250,"Wed"
"612",0,2012-10-03,255,"Wed"
"613",0,2012-10-03,300,"Wed"
"614",0,2012-10-03,305,"Wed"
"615",0,2012-10-03,310,"Wed"
"616",0,2012-10-03,315,"Wed"
"617",0,2012-10-03,320,"Wed"
"618",0,2012-10-03,325,"Wed"
"619",0,2012-10-03,330,"Wed"
"620",0,2012-10-03,335,"Wed"
"621",0,2012-10-03,340,"Wed"
"622",0,2012-10-03,345,"Wed"
"623",0,2012-10-03,350,"Wed"
"624",0,2012-10-03,355,"Wed"
"625",0,2012-10-03,400,"Wed"
"626",0,2012-10-03,405,"Wed"
"627",4,2012-10-03,410,"Wed"
"628",0,2012-10-03,415,"Wed"
"629",0,2012-10-03,420,"Wed"
"630",0,2012-10-03,425,"Wed"
"631",36,2012-10-03,430,"Wed"
"632",0,2012-10-03,435,"Wed"
"633",0,2012-10-03,440,"Wed"
"634",0,2012-10-03,445,"Wed"
"635",0,2012-10-03,450,"Wed"
"636",0,2012-10-03,455,"Wed"
"637",0,2012-10-03,500,"Wed"
"638",0,2012-10-03,505,"Wed"
"639",0,2012-10-03,510,"Wed"
"640",0,2012-10-03,515,"Wed"
"641",0,2012-10-03,520,"Wed"
"642",0,2012-10-03,525,"Wed"
"643",0,2012-10-03,530,"Wed"
"644",25,2012-10-03,535,"Wed"
"645",0,2012-10-03,540,"Wed"
"646",0,2012-10-03,545,"Wed"
"647",90,2012-10-03,550,"Wed"
"648",411,2012-10-03,555,"Wed"
"649",413,2012-10-03,600,"Wed"
"650",415,2012-10-03,605,"Wed"
"651",519,2012-10-03,610,"Wed"
"652",529,2012-10-03,615,"Wed"
"653",613,2012-10-03,620,"Wed"
"654",562,2012-10-03,625,"Wed"
"655",612,2012-10-03,630,"Wed"
"656",534,2012-10-03,635,"Wed"
"657",323,2012-10-03,640,"Wed"
"658",600,2012-10-03,645,"Wed"
"659",533,2012-10-03,650,"Wed"
"660",251,2012-10-03,655,"Wed"
"661",56,2012-10-03,700,"Wed"
"662",0,2012-10-03,705,"Wed"
"663",32,2012-10-03,710,"Wed"
"664",80,2012-10-03,715,"Wed"
"665",10,2012-10-03,720,"Wed"
"666",9,2012-10-03,725,"Wed"
"667",145,2012-10-03,730,"Wed"
